Title,Date
"Las chicas del cable: Temporada 3: Capítulo 20: La venganza","8/12/19"
"Soltero en casa","8/11/19"
"Las chicas del cable: Temporada 3: Capítulo 19: La verdad","8/10/19"
"Las chicas del cable: Temporada 3: Capítulo 18: La muerte","8/10/19"
"Nada es lo que parece","8/10/19"
"Maléfica","8/10/19"
"El Chapo: Temporada 3: Episodio 1","8/9/19"
"72 animales peligrosos: Asia: Miniserie: Lugar y momento equivocados","8/9/19"
"En pocas palabras: Temporada 1: Música","8/9/19"
"La Segunda Guerra Mundial a todo color: World War II in Colour: La guerra relámpago","8/9/19"
"En el bosque","8/7/19"
"Tomorrowland: El mundo del mañana","8/7/19"
"Psicópata americano","8/7/19"
"How to Sell Drugs Online (Fast): Temporada 1: Si esta es la realidad, no me interesa","8/6/19"
"How to Sell Drugs Online (Fast): Temporada 1: El fracaso no es opción","8/6/19"
"How to Sell Drugs Online (Fast): Temporada 1: La vida no es justa, acostúmbrate a ello","8/6/19"
"How to Sell Drugs Online (Fast): Temporada 1: Nerd hoy, jefe mañana","8/6/19"
"Nunca digas su nombre","8/4/19"
"Anatomía según Grey: Temporada 2: Demasiado","8/1/19"
"Anatomía según Grey: Temporada 2: Gracias por los recuerdos","8/1/19"
"Anatomía según Grey: Temporada 2: Déjalo ser","8/1/19"
"Orange Is the New Black: Temporada 4: Lo hecho, hecho está","8/1/19"
"¡Buena suerte, Charlie!: El show de la nieve (Parte 1)","8/1/19"
"¡Buena suerte, Charlie!: El show de la nieve (Parte 2)","8/1/19"
"¡Applucinante!","8/1/19"
"El niño","7/31/19"
"Anatomía según Grey: Temporada 2: Algo de qué hablar","7/30/19"
"Anatomía según Grey: Temporada 2: Hacia ti como un tren","7/30/19"
"La reina del flow: Temporada 1: Episodio 30","7/29/19"
"La reina del flow: Temporada 1: Episodio 29","7/29/19"
"Anatomía según Grey: Temporada 2: Abran paso al dolor","7/29/19"
"Anatomía según Grey: Temporada 2: Niégalo, niégalo, niégalo","7/29/19"
"On My Block: Temporada 2: Capítulo once","7/28/19"
"Anatomía según Grey: Temporada 2: Hazme perder el control","7/28/19"
"Anatomía según Grey: Temporada 2: Ya basta","7/28/19"
"Anatomía según Grey: Temporada 2: Gotas de lluvia sobre mi cabeza","7/28/19"
"Siete almas","7/28/19"
"Más propenso a morir","7/27/19"
"Campamento en el fin del mundo","7/27/19"
"Anatomía según Grey: ¿Quién encubre a quién?","7/27/19"
"Queer Eye: Temporada 4: Un corte y a otra cosa","7/27/19"
"Anatomía según Grey: Sálvame","7/27/19"
"Anatomía según Grey: El botón de autodestrucción","7/26/19"
"Atypical: Temporada 1: Una hembra humana","7/25/19"
"Atypical: Temporada 1: Antártida","7/25/19"
"Atypical: Temporada 2: Las reglas de Ernest Shackleton","7/25/19"
"La reina del flow: Temporada 1: Episodio 28","7/23/19"
"SAINT SEIYA: Los Caballeros del Zodiaco: Parte I: Quema tu cosmo","7/22/19"
"SAINT SEIYA: Los Caballeros del Zodiaco: Parte I: Seiya","7/22/19"
"La reina del flow: Temporada 1: Episodio 27","7/21/19"
"Nicky Jam: El Ganador: Los Cangris","7/21/19"
"La reina del flow: Temporada 1: Episodio 26","7/20/19"
"La reina del flow: Temporada 1: Episodio 25","7/18/19"
"La reina del flow: Temporada 1: Episodio 24","7/18/19"
"La reina del flow: Temporada 1: Episodio 23","7/18/19"
"La reina del flow: Temporada 1: Episodio 22","7/18/19"
"La reina del flow: Temporada 1: Episodio 21","7/18/19"
"Tú, yo y ella: ¿Quieres pasarla bien?","7/18/19"
"La reina del flow: Temporada 1: Episodio 20","7/17/19"
"La reina del flow: Temporada 1: Episodio 19","7/17/19"
"La reina del flow: Temporada 1: Episodio 18","7/17/19"
"La reina del flow: Temporada 1: Episodio 17","7/17/19"
"La reina del flow: Temporada 1: Episodio 16","7/16/19"
"La reina del flow: Temporada 1: Episodio 15","7/15/19"
"La reina del flow: Temporada 1: Episodio 14","7/15/19"
"La reina del flow: Temporada 1: Episodio 13","7/14/19"
"La reina del flow: Temporada 1: Episodio 12","7/14/19"
"La reina del flow: Temporada 1: Episodio 11","7/14/19"
"La reina del flow: Temporada 1: Episodio 10","7/13/19"
"La reina del flow: Temporada 1: Episodio 9","7/12/19"
"La reina del flow: Temporada 1: Episodio 8","7/12/19"
"La reina del flow: Temporada 1: Episodio 7","7/12/19"
"La reina del flow: Temporada 1: Episodio 6","7/11/19"
"La reina del flow: Temporada 1: Episodio 5","7/11/19"
"Insatiable: Temporada 1: Perras y bikinis","7/11/19"
"La reina del flow: Temporada 1: Episodio 4","7/10/19"
"Riverdale: Temporada 1: Capítulo 10: Días sin huella","7/9/19"
"Insatiable: Temporada 1: Durazno de Georgia","7/9/19"
"Family Business: Temporada 1: Punto final","7/7/19"
"Family Business: Temporada 1: Pastramaría","7/7/19"
"Family Business: Temporada 1: Listos para plantar","7/7/19"
"Family Business: Temporada 1: Los puercos de Ámsterdam","7/7/19"
"Family Business: Temporada 1: El trato","7/7/19"
"Lindas mentirosas: Temporada 3: Aves de la misma pluma","7/7/19"
"Family Business: Temporada 1: Plan de negocios","7/6/19"
"Toy Story 2","7/6/19"
"Toy Story","7/6/19"
"Supercampeones: El Niupi contra Tojo","7/4/19"
"Supercampeones: El diagnóstico crítico del doctor","7/4/19"
"Supercampeones: El ardiente número 10","7/4/19"
"Supercampeones: Un desafío con Víctor Clifford","7/4/19"
"Supercampeones: El tiro del tigre","7/4/19"
"Lindas mentirosas: Temporada 3: El reino de los ciegos","7/2/19"
"Shaft","6/30/19"
"Supercampeones: ¡Un saque de salida por el futuro!","6/30/19"
"Supercampeones: Adiós, Roberto","6/30/19"
"Supercampeones: La final del torneo","6/29/19"
"Supercampeones: Oliver contra Hyuga","6/29/19"
"Supercampeones: ¡Levántate, Andy Johnson!","6/29/19"
"Lindas mentirosas: Temporada 3: La sangre es el nuevo negro","6/29/19"
"Lindas mentirosas: Temporada 3: Sucedió esa noche","6/29/19"
"Supercampeones: La estrella de cristal","6/29/19"
"Lindas mentirosas: Temporada 2: Desenmascarada","6/29/19"
"Lindas mentirosas: Temporada 2: Si estas muñecas hablaran","6/29/19"
"Supercampeones: Comienza el torneo nacional de futbol soccer juvenil","6/29/19"
"Supercampeones: El nacimiento del capitán Oliver Atom","6/29/19"
"Toy Story: olvidados en el tiempo","6/29/19"
"Toy Story: una historia de terror","6/29/19"
"Hangman","6/29/19"
"Lindas mentirosas: Temporada 2: El cristal con que se mira","6/28/19"
"Lindas mentirosas: Temporada 2: Papá sabe más","6/28/19"
"Trinkets: Temporada 1: Las caras del espejo","6/27/19"
"Residue: Episodio 1","6/27/19"
"Crazyhead: Un caballo loco","6/27/19"
"Lindas mentirosas: Temporada 2: Descifrando el código","6/27/19"
"The Society: Así pasa","6/25/19"
"Lindas mentirosas: Temporada 2: Control: A","6/24/19"
"The Society: Nuevos nombres","6/23/19"
"The Society: Veneno","6/23/19"
"The Society: Las reglas de Allie","6/23/19"
"The Society: Un maldito dios o algo así","6/22/19"
"Anatomía según Grey: Si no llega el mañana","6/22/19"
"Inside the World’s Toughest Prisons: Temporada 3: Colombia: Narcoprisión","6/22/19"
"Inside the World’s Toughest Prisons: Temporada 3: Costa Rica: Una cárcel en el filo de la navaja","6/22/19"
"The Society: Me pongo en su lugar","6/22/19"
"La casa de papel: Parte 2: Episodio 8","6/20/19"
"Zona blanca: Cuando llegas al pueblo","6/19/19"
"Conversaciones con asesinos: Las cintas de Ted Bundy: Apuesto demonio","6/15/19"
"Easy: Temporada 1: El maldito estudio","6/15/19"
"Target","6/14/19"
"The Walking Dead: Temporada 8: El gran miedoso","6/14/19"
"Historia de un crimen: Colmenares: La noche oscura de Halloween","6/12/19"
"Frida","6/11/19"
"Historias de San Francisco: Miniserie: Ella es turbia","6/11/19"
"Those People","6/10/19"
"Puertas abiertas","6/9/19"
"BONDING: Temporada 1: En el bosque","6/8/19"
"BONDING: Temporada 1: Pingüinos","6/8/19"
"BONDING: Temporada 1: Cita doble","6/8/19"
"BONDING: Temporada 1: Cuerpo a cuerpo","6/8/19"
"BONDING: Temporada 1: El pasado a veces nos alcanza","6/8/19"
"BONDING: Temporada 1: El tímido Pete","6/8/19"
"BONDING: Temporada 1: Viejos amigos, nuevos nombres","6/8/19"
"Chicas buenas: Temporada 2: Rey","6/5/19"
"Chicas buenas: Temporada 2: Jeff","6/5/19"
"Chicas buenas: Temporada 2: Temporada de cacería","6/5/19"
"Chicas buenas: Temporada 2: Esta tierra es tu tierra","6/5/19"
"Chicas buenas: Temporada 2: Una última vez","6/4/19"
"Chicas buenas: Temporada 2: Thelma y Louise","6/4/19"
"Chicas buenas: Temporada 2: La mantita","6/4/19"
"Chicas buenas: Temporada 2: Quítate los pantalones","6/4/19"
"Chicas buenas: Temporada 2: Liquidación total","6/4/19"
"Chicas buenas: Temporada 2: Elige tu veneno","6/4/19"
"Chicas buenas: Temporada 2: Este es el correo de voz de Leslie Peterson","6/4/19"
"Chicas buenas: Temporada 2: ¡Despacio! Niños jugando","6/4/19"
"Countdown to Death: Pablo Escobar","6/3/19"
"Tal vez es para siempre","6/3/19"
"He's Out There","6/2/19"
"Chicas buenas: Temporada 2: Preferiría hacer manualidades","6/2/19"
"Dumplin","6/2/19"
"Lindas mentirosas: Temporada 2: La dura verdad","6/1/19"
"La maldición","6/1/19"
"The OA: Parte I: Capítulo 2: El nuevo coloso","6/1/19"
"RuPaul’s Drag Race: Untucked!: Temporada 11: Episodio 1","5/31/19"
"Sherlock: Temporada 2: Los sabuesos de los Baskerville","5/27/19"
"Lucifer: Temporada 2: El Exterminador","5/27/19"
"Lucifer: Temporada 2: Las señoritas se van","5/26/19"
"The Society: Gota a gota","5/25/19"
"The Society: Adiós a la inocencia","5/25/19"
"The Society: Nuestro pueblo","5/22/19"
"The Society: Lo que pasó","5/22/19"
"Gravity Falls: Un verano de misterios: Gideon asciende","5/21/19"
"Gravity Falls: Un verano de misterios: Escapando de los sueños","5/21/19"
"Gravity Falls: Un verano de misterios: La tierra antes de los cerdos","5/21/19"
"Gravity Falls: Un verano de misterios: Chicoz locos","5/21/19"
"Gravity Falls: Un verano de misterios: Aprovecha la alfombra","5/21/19"
"Gravity Falls: Un verano de misterios: Un profundo final","5/21/19"
"Lucifer: Temporada 2: Devorador de pecados","5/21/19"
"Lucifer: Temporada 2: Engaña engañadora, dijo la gran zorra infame","5/21/19"
"Lindas mentirosas: Temporada 2: Un beso antes de mentir","5/21/19"
"Entre vino y vinagre","5/21/19"
"Nos vemos ayer","5/21/19"
"Lucifer: Temporada 2: Todo resulta bien para Lucifer","5/21/19"
"Lucifer: Temporada 2: Monstruo","5/21/19"
"Morir por arte de magia: CIUDAD DEL CABO: El gran escape","5/21/19"
"Lindas mentirosas: Temporada 2: La rubia guiando a la ciega","5/20/19"
"Supercampeones: Steve, 'El volcán'","5/20/19"
"Easy: Temporada 1: Así en el arte como en la vida","5/19/19"
"Easy: Temporada 1: Controlada","5/19/19"
"Easy: Temporada 1: Hermanos cerveceros","5/19/19"
"Easy: Temporada 1: Cenicienta vegana","5/19/19"
"Lindas mentirosas: Temporada 2: Dejen que el agua me retenga","5/19/19"
"Lindas mentirosas: Temporada 2: Un buen pedazo de “A”","5/19/19"
"La reina del flow: Temporada 1: Episodio 82","5/19/19"
"La reina del flow: Temporada 1: Episodio 81","5/19/19"
"La reina del flow: Temporada 1: Episodio 80","5/18/19"
"La reina del flow: Temporada 1: Episodio 79","5/18/19"
"Gravity Falls: Un verano de misterios: ¡Pozo sin fondo!","5/16/19"
"Gravity Falls: Un verano de misterios: La jefa Mabel","5/16/19"
"Gravity Falls: Un verano de misterios: Súper Halloween","5/16/19"
"Gravity Falls: Un verano de misterios: Pequeño Dipper","5/16/19"
"Gravity Falls: Un verano de misterios: Pelea de luchadores","5/16/19"
"Vengadores: La era de Ultrón","5/12/19"
"La peor semana","5/12/19"
"Gente que viene y bah","5/12/19"
"Black Summer: Temporada 1: Marea humana","5/11/19"
"RuPaul's Drag Race: Temporada 8: El juego de las imitaciones","5/7/19"
"RuPaul's Drag Race: Temporada 8: Reinas New Wave","5/7/19"
"Anatomía según Grey: La fiesta","5/6/19"
"La reina del flow: Temporada 1: Episodio 78","5/4/19"
"La reina del flow: Temporada 1: Episodio 77","5/4/19"
"Mi primer amor de verdad: Temporada 1: Tan solo amigos","5/2/19"
"La reina del flow: Temporada 1: Episodio 76","5/1/19"
"Anatomía según Grey: Tierra de nadie","5/1/19"
"Anatomía según Grey: Ganar una batalla, perder una guerra","5/1/19"
"El príncipe de Persia - Las arenas del tiempo","5/1/19"
"The Protector: Temporada 2: Episodio 8","5/1/19"
"The Protector: Temporada 2: Episodio 7","5/1/19"
"The Protector: Temporada 2: Episodio 6","5/1/19"
"The Protector: Temporada 2: Episodio 5","5/1/19"
"The Protector: Temporada 2: Episodio 4","4/30/19"
"The Protector: Temporada 2: Episodio 3","4/30/19"
"Special: Temporada 1: Capítulo ocho: Gay Gardens","4/30/19"
"Special: Temporada 1: Capítulo siete: Cita sorda ciega","4/30/19"
"Special: Temporada 1: Capítulo seis: Buen potencial","4/30/19"
"Special: Temporada 1: Capítulo cinco: Mamálogos de la vagina","4/30/19"
"Special: Temporada 1: Capítulo cuatro: Fiesta de inauguración","4/30/19"
"Special: Temporada 1: Capítulo tres: Scones gratis","4/30/19"
"Special: Temporada 1: Capítulo dos: El final profundo","4/30/19"
"Special: Temporada 1: Capítulo uno: Sátira LOL","4/30/19"
"Anatomía según Grey: El primer corte es el más profundo","4/30/19"
"Gravity Falls: Un verano de misterios: El cerdo del viajero del tiempo","4/29/19"
"Gravity Falls: Un verano de misterios: Tesoro irracional","4/29/19"
"Gravity Falls: Un verano de misterios: Doble Dipper","4/29/19"
"Gravity Falls: Un verano de misterios: Dipper vs. hombría","4/29/19"
"Gravity Falls: Un verano de misterios: La tienda embrujada","4/29/19"
"The Protector: Temporada 2: Episodio 2","4/29/19"
"The Protector: Temporada 2: Episodio 1","4/29/19"
"Sin senos sí hay paraíso: Temporada 1: Nace Catalina chica","4/29/19"
"Anatomía según Grey: La noche de un día difícil","4/28/19"
"El sorprendente Hombre-Araña 2: La amenaza de Electro","4/28/19"
"La reina del flow: Temporada 1: Episodio 75","4/28/19"
"Descendientes","4/28/19"
"La reina del flow: Temporada 1: Episodio 74","4/28/19"
"La reina del flow: Temporada 1: Episodio 73","4/28/19"
"Thor: Un mundo oscuro","4/27/19"
"Lo mejor de mí","4/27/19"
"La reina del flow: Temporada 1: Episodio 72","4/27/19"
"La reina del flow: Temporada 1: Episodio 71","4/26/19"
"Someone Great: Alguien extraordinario","4/26/19"
"Petta (versión en tamil)","4/25/19"
"Prohibido ver esto: Brazalete de la amistad","4/25/19"
"Las brujas","4/25/19"
"Ricardo Quevedo: Los amargados somos más","4/25/19"
"Policías de repuesto","4/25/19"
"Lindas mentirosas: Temporada 2: A través de muchos peligros, esfuerzos y trampas","4/24/19"
"Perdida","4/24/19"
"La reina del flow: Temporada 1: Episodio 70","4/24/19"
"Lindas mentirosas: Temporada 2: El primer secreto","4/23/19"
"Lindas mentirosas: Temporada 2: Sobre mi cadáver","4/23/19"
"Santa Clarita Diet: Temporada 3: El culto de Sheila","4/23/19"
"Santa Clarita Diet: Temporada 3: Zombre","4/23/19"
"La reina del flow: Temporada 1: Episodio 69","4/21/19"
"La reina del flow: Temporada 1: Episodio 68","4/21/19"
"La reina del flow: Temporada 1: Episodio 67","4/21/19"
"La reina del flow: Temporada 1: Episodio 66","4/21/19"
"La cita perfecta","4/21/19"
"Santa Clarita Diet: Temporada 3: Una forma particular de descuido","4/20/19"
"Santa Clarita Diet: Temporada 3: El pollo y la pera","4/20/19"
"Santa Clarita Diet: Temporada 3: Belle y Sebastian, sálvenle la cabeza","4/20/19"
"La reina del flow: Temporada 1: Episodio 65","4/19/19"
"La reina del flow: Temporada 1: Episodio 64","4/19/19"
"La reina del flow: Temporada 1: Episodio 63","4/19/19"
"La reina del flow: Temporada 1: Episodio 62","4/19/19"
"La reina del flow: Temporada 1: Episodio 61","4/19/19"
"La reina del flow: Temporada 1: Episodio 60","4/19/19"
"La reina del flow: Temporada 1: Episodio 59","4/19/19"
"La reina del flow: Temporada 1: Episodio 58","4/19/19"
"La reina del flow: Temporada 1: Episodio 57","4/19/19"
"La reina del flow: Temporada 1: Episodio 56","4/18/19"
"La reina del flow: Temporada 1: Episodio 55","4/18/19"
"La reina del flow: Temporada 1: Episodio 54","4/18/19"
"La reina del flow: Temporada 1: Episodio 53","4/18/19"
" : Episodio 2","4/17/19"
" : Episodio 1","4/17/19"
"The Walking Dead: Temporada 8: Un tipo cualquiera","4/17/19"
"Arenas movedizas: Miniserie: Detenida","4/17/19"
"La reina del flow: Temporada 1: Episodio 52","4/17/19"
"La reina del flow: Temporada 1: Episodio 51","4/17/19"
"La reina del flow: Temporada 1: Episodio 50","4/17/19"
"La reina del flow: Temporada 1: Episodio 49","4/16/19"
"Triple frontera","4/16/19"
"Mara","4/16/19"
"La reina del flow: Temporada 1: Episodio 48","4/16/19"
"La reina del flow: Temporada 1: Episodio 47","4/16/19"
" : Episodio 13","4/16/19"
"The Walking Dead: Temporada 8: Los condenados","4/16/19"
" : Episodio 12","4/16/19"
" : Episodio 11","4/15/19"
"La reina del flow: Temporada 1: Episodio 46","4/15/19"
"The Walking Dead: Temporada 8: Piedad","4/15/19"
"The Walking Dead: Temporada 7: El primer día del resto de tu vida","4/15/19"
"La reina del flow: Temporada 1: Episodio 45","4/15/19"
"La reina del flow: Temporada 1: Episodio 44","4/15/19"
"La reina del flow: Temporada 1: Episodio 43","4/15/19"
"La reina del flow: Temporada 1: Episodio 42","4/14/19"
"La reina del flow: Temporada 1: Episodio 41","4/14/19"
"Arenas movedizas: Miniserie: Maja","4/14/19"
"¿A quién te llevarías a una isla desierta?","4/14/19"
"Lindas mentirosas: Temporada 2: Debo confesar","4/13/19"
"Lindas mentirosas: Temporada 2: Tocada por un ángel","4/13/19"
"Queer Eye: Temporada 2: Deslumbrados","4/12/19"
"Memorias de MANHATTAN","4/11/19"
"La noche de 12 años","4/11/19"
"Las muñecas de la mafia: Temporada 2: Episodio 1","4/10/19"
"Mudo","4/10/19"
"Queer Eye: Temporada 2: Pequeñas grandes mentiras","4/9/19"
"Millennials: Episodio 1","4/9/19"
"La leyenda de la isla con coca","4/8/19"
"Cuando los ángeles duermen","4/5/19"
"Un lugar secreto","4/5/19"
"Santa Clarita Diet: Temporada 3: Lo mío son los gatos","4/5/19"
"Santa Clarita Diet: Temporada 3: Dejamos que las personas se mueran todos los días","4/5/19"
"Santa Clarita Diet: Temporada 3: La noche de los caballeros","4/5/19"
"Perversa adicción","4/5/19"
"El árbol de la sangre","4/5/19"
"Una","4/4/19"
"¿No es romántico?","4/4/19"
"The Presence","4/3/19"
"Minecraft: Modo historia: La Orden de la Piedra","4/3/19"
"Santa Clarita Diet: Temporada 3: Wufenlofe","4/3/19"
"Santa Clarita Diet: Temporada 2: ¡Halibut!","4/3/19"
"Santa Clarita Diet: Temporada 2: Objetos sospechosos","4/3/19"
"Santa Clarita Diet: Temporada 2: Entre atriles y pinceles","4/3/19"
"Queer Eye: Temporada 2: El cielo es el límite","4/3/19"
"Queer Eye: Temporada 2: El encargado puede hacerlo","4/3/19"
"Queer Eye: Temporada 2: Desata a la bestia sensual","4/3/19"
"El ático","4/3/19"
"Lindas mentirosas: Temporada 2: Fotografía esto","4/2/19"
"Emboscada final","4/1/19"
"Dirty John: La sucia realidad","4/1/19"
"Queer Eye: Temporada 2: Una proposición decente","4/1/19"
"Queer Eye: Temporada 3: Elrod e hijos","4/1/19"
"Queer Eye: Temporada 3: Bebé a bordo","4/1/19"
"Durante la tormenta","3/31/19"
"Lindas mentirosas: Temporada 2: Reserva la fecha","3/30/19"
"Lindas mentirosas: Temporada 2: Tensión en la superficie","3/28/19"
"Lindas mentirosas: Temporada 2: Jamás te dejaré ir","3/28/19"
